time,ssrd,d2m,t2m
202001280100,0,17.28347,20.82192
202001280200,0,18.08004,20.78347
202001280300,0,18.72597,20.73715
202001280400,0,18.664635,19.94857
202001280500,0,19.03158,19.88344
202001280600,0,18.974825,19.693445
202001280700,9.006736111,18.85134,19.50527
202001280800,62.71204444,18.856285,19.512535
202001280900,190.6693319,18.827905,19.9551
202001281000,359.9107639,18.682035,20.964135
202001281100,474.9804167,18.266995,21.856715
202001281200,613.1654861,17.61075,22.551535
202001281300,651.9,17.2098,23.027795
202001281400,557.5802778,17.129845,23.3008
202001281500,506.2409722,17.30495,23.2369
202001281600,360.4791389,17.777125,23.0173
202001281700,196.6379306,18.59322,22.47793
202001281800,48.96348958,18.63119,21.64566
202001281900,0,18.53109,21.29281
202001282000,0,18.600485,20.92514
202001282100,0,18.719385,20.529135
202001282200,0,18.629055,20.20626
202001282300,0,18.390275,19.96005
202001290000,0,17.9816,19.62466
202001290100,0,17.38717,19.217435
202001290200,0,16.900355,18.805375
202001290300,0,16.49923,18.410615
202001290400,0,16.3423,18.14938
202001290500,0,16.562525,18.09078
202001290600,0,16.485255,18.05605
202001290700,12.03249583,16.45352,18.12594
202001290800,93.77832083,16.780235,18.72512
202001290900,282.4014583,17.065275,20.02542
202001291000,478.4152778,16.635155,21.43594
202001291100,630.0852778,15.2911,22.21639
202001291200,725.3279167,14.82869,22.8179
202001291300,714.1479861,15.017475,23.161585
202001291400,585.3586111,15.62033,23.248565
202001291500,512.7122917,16.3019,23.104275
202001291600,375.5606389,16.75656,22.910605
202001291700,198.4352014,17.11404,22.640645
202001291800,44.59548194,17.3843,22.14346
202001291900,0,17.6769,21.928675
202001292000,0,18.017175,21.77737
202001292100,0,18.735135,21.778835
202001292200,0,19.38131,21.941
202001292300,0,19.73806,22.08767
202001300000,0,20.00113,21.875575
202001300100,0,19.976525,21.60312
202001300200,0,19.780725,21.31912
202001300300,0,19.824675,21.51333
202001300400,0,19.72116,21.38088
202001300500,0,19.404505,20.79348
202001300600,0,19.4435,20.740745
202001300700,11.09746111,19.48043,20.6697
202001300800,85.12353333,19.321805,20.60885
202001300900,249.7281611,18.93062,20.910425
202001301000,427.5021528,18.104825,21.37197
202001301100,613.5176389,17.05746,21.911645
202001301200,728.716875,15.75155,22.56204
202001301300,759.0375694,14.54422,23.15859
202001301400,714.5666667,13.474145,23.47006
202001301500,598.93125,12.846155,23.600855
202001301600,427.7839722,12.6661,23.436055
