"time","ssrd","SW_IN","SW_IN_lm"
"2020-01-03 20:00:00",0,NA,218.487218563975
"2020-01-03 20:30:00",0,NA,218.487218563975
"2020-01-03 21:00:00",0,NA,218.487218563975
"2020-01-03 21:30:00",0,NA,218.487218563975
"2020-01-03 22:00:00",0,NA,218.487218563975
"2020-01-03 22:30:00",0,NA,218.487218563975
"2020-01-03 23:00:00",0,NA,218.487218563975
"2020-01-03 23:30:00",0,NA,218.487218563975
"2020-01-04 00:00:00",0,NA,218.487218563975
"2020-01-04 00:30:00",0,NA,218.487218563975
"2020-01-04 01:00:00",0,NA,218.487218563975
"2020-01-04 01:30:00",0,NA,218.487218563975
"2020-01-04 02:00:00",0,NA,218.487218563975
"2020-01-04 02:30:00",0,NA,218.487218563975
"2020-01-04 03:00:00",0,NA,218.487218563975
"2020-01-04 03:30:00",0,NA,218.487218563975
"2020-01-04 04:00:00",0,NA,218.487218563975
"2020-01-04 04:30:00",0,NA,218.487218563975
"2020-01-04 05:00:00",0,NA,218.487218563975
"2020-01-04 05:30:00",0,NA,218.487218563975
"2020-01-04 06:00:00",0,NA,218.487218563975
"2020-01-04 06:30:00",4.751261111,NA,218.487218563975
"2020-01-04 07:00:00",9.502522222,NA,218.487218563975
"2020-01-04 07:30:00",42.960657641,NA,218.487218563975
"2020-01-04 08:00:00",76.41879306,NA,218.487218563975
"2020-01-04 08:30:00",153.19214653,NA,218.487218563975
"2020-01-04 09:00:00",229.9655,NA,218.487218563975
"2020-01-04 09:30:00",306.0409097,NA,218.487218563975
"2020-01-04 10:00:00",382.1163194,NA,218.487218563975
"2020-01-04 10:30:00",451.1289236,NA,218.487218563975
"2020-01-04 11:00:00",520.1415278,NA,218.487218563975
"2020-01-04 11:30:00",568.8096875,NA,218.487218563975
"2020-01-04 12:00:00",617.4778472,NA,218.487218563975
"2020-01-04 12:30:00",638.2348958,NA,218.487218563975
"2020-01-04 13:00:00",658.9919444,NA,218.487218563975
"2020-01-04 13:30:00",629.5528819,NA,218.487218563975
"2020-01-04 14:00:00",600.1138194,NA,218.487218563975
"2020-01-04 14:30:00",548.5761458,NA,218.487218563975
"2020-01-04 15:00:00",497.0384722,NA,218.487218563975
"2020-01-04 15:30:00",415.49781665,NA,218.487218563975
"2020-01-04 16:00:00",333.9571611,NA,218.487218563975
"2020-01-04 16:30:00",239.4672507,NA,218.487218563975
"2020-01-04 17:00:00",144.9773403,NA,218.487218563975
"2020-01-04 17:30:00",81.892146745,NA,218.487218563975
"2020-01-04 18:00:00",18.80695319,NA,218.487218563975
"2020-01-04 18:30:00",9.403476595,NA,218.487218563975
"2020-01-04 19:00:00",0,NA,218.487218563975
"2020-01-04 19:30:00",0,NA,218.487218563975
"2020-01-04 20:00:00",0,NA,218.487218563975
"2020-01-04 20:30:00",0,NA,218.487218563975
"2020-01-04 21:00:00",0,NA,218.487218563975
"2020-01-04 21:30:00",0,NA,218.487218563975
"2020-01-04 22:00:00",0,NA,218.487218563975
"2020-01-04 22:30:00",0,NA,218.487218563975
"2020-01-04 23:00:00",0,NA,218.487218563975
"2020-01-04 23:30:00",0,NA,218.487218563975
"2020-01-05 00:00:00",0,NA,218.487218563975
"2020-01-05 00:30:00",0,NA,218.487218563975
"2020-01-05 01:00:00",0,NA,218.487218563975
"2020-01-05 01:30:00",0,NA,218.487218563975
"2020-01-05 02:00:00",0,NA,218.487218563975
"2020-01-05 02:30:00",0,NA,218.487218563975
"2020-01-05 03:00:00",0,NA,218.487218563975
"2020-01-05 03:30:00",0,NA,218.487218563975
"2020-01-05 04:00:00",0,NA,218.487218563975
"2020-01-05 04:30:00",0,NA,218.487218563975
"2020-01-05 05:00:00",0,NA,218.487218563975
"2020-01-05 05:30:00",0,NA,218.487218563975
"2020-01-05 06:00:00",0,NA,218.487218563975
"2020-01-05 06:30:00",5.69314861,NA,218.487218563975
"2020-01-05 07:00:00",11.38629722,NA,218.487218563975
"2020-01-05 07:30:00",51.98682847,NA,218.487218563975
"2020-01-05 08:00:00",92.58735972,NA,218.487218563975
"2020-01-05 08:30:00",188.25853681,NA,218.487218563975
"2020-01-05 09:00:00",283.9297139,NA,218.487218563975
"2020-01-05 09:30:00",378.9491278,NA,218.487218563975
"2020-01-05 10:00:00",473.9685417,NA,218.487218563975
"2020-01-05 10:30:00",545.0284028,NA,218.487218563975
"2020-01-05 11:00:00",616.0882639,NA,218.487218563975
"2020-01-05 11:30:00",655.1409028,NA,218.487218563975
"2020-01-05 12:00:00",694.1935417,NA,218.487218563975
"2020-01-05 12:30:00",698.6703125,NA,218.487218563975
"2020-01-05 13:00:00",703.1470833,NA,218.487218563975
"2020-01-05 13:30:00",675.33055555,NA,218.487218563975
"2020-01-05 14:00:00",647.5140278,NA,218.487218563975
"2020-01-05 14:30:00",586.00163195,NA,218.487218563975
"2020-01-05 15:00:00",524.4892361,NA,218.487218563975
"2020-01-05 15:30:00",432.56260415,NA,218.487218563975
"2020-01-05 16:00:00",340.6359722,NA,218.487218563975
"2020-01-05 16:30:00",245.9760222,NA,218.487218563975
"2020-01-05 17:00:00",151.3160722,NA,218.487218563975
"2020-01-05 17:30:00",86.53024964,NA,218.487218563975
"2020-01-05 18:00:00",21.74442708,NA,218.487218563975
"2020-01-05 18:30:00",10.87221354,NA,218.487218563975
"2020-01-05 19:00:00",0,NA,218.487218563975
"2020-01-05 19:30:00",0,NA,218.487218563975
"2020-01-05 20:00:00",0,NA,218.487218563975
"2020-01-05 20:30:00",0,NA,218.487218563975
"2020-01-05 21:00:00",0,NA,218.487218563975
"2020-01-05 21:30:00",0,NA,218.487218563975
"2020-01-05 22:00:00",0,NA,218.487218563975
"2020-01-05 22:30:00",0,NA,218.487218563975
"2020-01-05 23:00:00",0,NA,218.487218563975
"2020-01-05 23:30:00",0,NA,218.487218563975
"2020-01-06 00:00:00",0,NA,218.487218563975
"2020-01-06 00:30:00",0,NA,218.487218563975
"2020-01-06 01:00:00",0,NA,218.487218563975
"2020-01-06 01:30:00",0,NA,218.487218563975
"2020-01-06 02:00:00",0,NA,218.487218563975
"2020-01-06 02:30:00",0,NA,218.487218563975
"2020-01-06 03:00:00",0,NA,218.487218563975
"2020-01-06 03:30:00",0,NA,218.487218563975
"2020-01-06 04:00:00",0,NA,218.487218563975
"2020-01-06 04:30:00",0,NA,218.487218563975
"2020-01-06 05:00:00",0,NA,218.487218563975
"2020-01-06 05:30:00",0,NA,218.487218563975
"2020-01-06 06:00:00",0,NA,218.487218563975
"2020-01-06 06:30:00",5.075991665,NA,218.487218563975
"2020-01-06 07:00:00",10.15198333,NA,218.487218563975
"2020-01-06 07:30:00",46.916016665,NA,218.487218563975
"2020-01-06 08:00:00",83.68005,NA,218.487218563975
"2020-01-06 08:30:00",170.9146472,NA,218.487218563975
"2020-01-06 09:00:00",258.1492444,NA,218.487218563975
"2020-01-06 09:30:00",343.79295555,NA,218.487218563975
"2020-01-06 10:00:00",429.4366667,NA,218.487218563975
"2020-01-06 10:30:00",488.2771528,NA,218.487218563975
"2020-01-06 11:00:00",547.1176389,NA,218.487218563975
"2020-01-06 11:30:00",564.6929514,NA,218.487218563975
"2020-01-06 12:00:00",582.2682639,NA,218.487218563975
"2020-01-06 12:30:00",579.72128475,NA,218.487218563975
"2020-01-06 13:00:00",577.1743056,NA,218.487218563975
"2020-01-06 13:30:00",546.60489585,NA,218.487218563975
"2020-01-06 14:00:00",516.0354861,NA,218.487218563975
"2020-01-06 14:30:00",452.24800695,NA,218.487218563975
"2020-01-06 15:00:00",388.4605278,NA,218.487218563975
"2020-01-06 15:30:00",312.4242611,NA,218.487218563975
"2020-01-06 16:00:00",236.3879944,NA,218.487218563975
"2020-01-06 16:30:00",174.8640597,NA,218.487218563975
"2020-01-06 17:00:00",113.340125,NA,218.487218563975
"2020-01-06 17:30:00",64.61196986,NA,218.487218563975
"2020-01-06 18:00:00",15.88381472,NA,218.487218563975
"2020-01-06 18:30:00",7.94190736,NA,218.487218563975
"2020-01-06 19:00:00",0,NA,218.487218563975
"2020-01-06 19:30:00",0,NA,218.487218563975
"2020-01-06 20:00:00",0,NA,218.487218563975
"2020-01-06 20:30:00",0,NA,218.487218563975
"2020-01-06 21:00:00",0,NA,218.487218563975
"2020-01-06 21:30:00",0,NA,218.487218563975
"2020-01-06 22:00:00",0,NA,218.487218563975
"2020-01-06 22:30:00",0,NA,218.487218563975
"2020-01-06 23:00:00",0,NA,218.487218563975
"2020-01-06 23:30:00",0,NA,218.487218563975
"2020-01-07 00:00:00",0,NA,218.487218563975
"2020-01-07 00:30:00",0,NA,218.487218563975
"2020-01-07 01:00:00",0,NA,218.487218563975
"2020-01-07 01:30:00",0,NA,218.487218563975
"2020-01-07 02:00:00",0,NA,218.487218563975
"2020-01-07 02:30:00",0,NA,218.487218563975
"2020-01-07 03:00:00",0,NA,218.487218563975
"2020-01-07 03:30:00",0,NA,218.487218563975
"2020-01-07 04:00:00",0,NA,218.487218563975
"2020-01-07 04:30:00",0,NA,218.487218563975
"2020-01-07 05:00:00",0,NA,218.487218563975
"2020-01-07 05:30:00",0,NA,218.487218563975
"2020-01-07 06:00:00",0,NA,218.487218563975
"2020-01-07 06:30:00",4.238233472,NA,218.487218563975
"2020-01-07 07:00:00",8.476466944,NA,218.487218563975
"2020-01-07 07:30:00",39.780554652,NA,218.487218563975
"2020-01-07 08:00:00",71.08464236,NA,218.487218563975
"2020-01-07 08:30:00",147.69296353,NA,218.487218563975
"2020-01-07 09:00:00",224.3012847,NA,218.487218563975
"2020-01-07 09:30:00",307.9466493,NA,218.487218563975
"2020-01-07 10:00:00",391.5920139,NA,218.487218563975
"2020-01-07 10:30:00",467.405625,NA,218.487218563975
"2020-01-07 11:00:00",543.2192361,NA,218.487218563975
"2020-01-07 11:30:00",582.96211805,NA,218.487218563975
"2020-01-07 12:00:00",622.705,NA,218.487218563975
"2020-01-07 12:30:00",628.3104861,NA,218.487218563975
"2020-01-07 13:00:00",633.9159722,NA,218.487218563975
"2020-01-07 13:30:00",613.0369097,NA,218.487218563975
"2020-01-07 14:00:00",592.1578472,NA,218.487218563975
"2020-01-07 14:30:00",524.4071875,NA,218.487218563975
"2020-01-07 15:00:00",456.6565278,NA,218.487218563975
"2020-01-07 15:30:00",378.3294375,NA,218.487218563975
"2020-01-07 16:00:00",300.0023472,NA,218.487218563975
"2020-01-07 16:30:00",226.3952083,NA,218.487218563975
"2020-01-07 17:00:00",152.7880694,NA,218.487218563975
"2020-01-07 17:30:00",88.35713998,NA,218.487218563975
"2020-01-07 18:00:00",23.92621056,NA,218.487218563975
"2020-01-07 18:30:00",11.96310528,NA,218.487218563975
"2020-01-07 19:00:00",0,NA,218.487218563975
"2020-01-07 19:30:00",0,NA,218.487218563975
"2020-01-07 20:00:00",0,NA,218.487218563975
"2020-01-07 20:30:00",0,NA,218.487218563975
"2020-01-07 21:00:00",0,NA,218.487218563975
"2020-01-07 21:30:00",0,NA,218.487218563975
"2020-01-07 22:00:00",0,NA,218.487218563975
"2020-01-07 22:30:00",0,NA,218.487218563975
"2020-01-07 23:00:00",0,NA,218.487218563975
"2020-01-07 23:30:00",0,NA,218.487218563975
"2020-01-08 00:00:00",0,NA,218.487218563975
"2020-01-08 00:30:00",0,NA,218.487218563975
"2020-01-08 01:00:00",0,NA,218.487218563975
"2020-01-08 01:30:00",0,NA,218.487218563975
"2020-01-08 02:00:00",0,NA,218.487218563975
"2020-01-08 02:30:00",0,NA,218.487218563975
"2020-01-08 03:00:00",0,NA,218.487218563975
"2020-01-08 03:30:00",0,NA,218.487218563975
"2020-01-08 04:00:00",0,NA,218.487218563975
"2020-01-08 04:30:00",0,NA,218.487218563975
"2020-01-08 05:00:00",0,NA,218.487218563975
"2020-01-08 05:30:00",0,NA,218.487218563975
"2020-01-08 06:00:00",0,NA,218.487218563975
"2020-01-08 06:30:00",5.22326389,NA,218.487218563975
"2020-01-08 07:00:00",10.44652778,NA,218.487218563975
"2020-01-08 07:30:00",48.5286,NA,218.487218563975
"2020-01-08 08:00:00",86.61067222,NA,218.487218563975
"2020-01-08 08:30:00",177.55048196,NA,218.487218563975
"2020-01-08 09:00:00",268.4902917,NA,218.487218563975
"2020-01-08 09:30:00",358.1015,NA,218.487218563975
"2020-01-08 10:00:00",447.7127083,NA,218.487218563975
